movie_id,name_rus,kp_rating,movie_duration,kp_rating_count,movie_year,imdb_rating,imdb_rating_count,genres,countries,budget,critics_rating,name_eng
10000,Иезавель,7.411,104,518.0,1938,7.6,8585.0,"[драма, мелодрама]",[США],$1 250 000,94.0,Jezebel
100049,47 ронинов,7.66,204,297.0,1962,7.8,1496.0,"[боевик, драма, история]",[Япония],,,Chûshingura
10005,Живем один раз,7.168,86,330.0,1937,7.4,3812.0,"[фильм-нуар, драма, криминал]",[США],$575 000,100.0,You Only Live Once
100053,Колдун 2,7.745,113,109.0,2003,6.5,393.0,"[фэнтези, боевик]",[Япония],,,Onmyoji 2
100096,"Ильза, тигрица из Сибири",4.286,85,151.0,1977,4.9,1211.0,[ужасы],[Канада],CAD 250 000,,Ilsa the Tigress of Siberia
100098,Никаких проблем!,7.22,105,225.0,1975,6.2,228.0,[комедия],[Франция],,,Pas de problème!
10023,Золото Маккенны,7.787,128,5792.0,1969,6.8,5741.0,"[мелодрама, вестерн, приключения]",[США],$7 000 000,,Mackenna's Gold
10025,Блеф Кугана,6.556,93,563.0,1968,6.5,11252.0,"[боевик, триллер]",[США],,94.0,Coogan's Bluff
10026,Сова появляется днем,7.365,112,199.0,1967,7.1,689.0,"[триллер, драма, криминал, детектив]","[Италия, Франция]",,,Il giorno della civetta
100261,Пиноккио 964,5.709,97,308.0,1991,5.6,1134.0,"[ужасы, фантастика]",[Япония],,,964 Pinocchio
10033,Исход,6.599,208,193.0,1960,6.8,6618.0,"[боевик, драма, военный, история]",[США],$4 000 000,62.0,Exodus
10037,Братья Карамазовы,6.368,145,121.0,1958,6.8,1828.0,"[драма, мелодрама]",[США],,22.0,The Brothers Karamazov
10038,Три лица Евы,7.765,91,735.0,1957,7.2,5222.0,"[драма, детектив]",[США],,93.0,The Three Faces of Eve
10040,Человек в сером фланелевом костюме,7.376,153,109.0,1956,7.2,2395.0,"[драма, военный]",[США],,75.0,The Man in the Gray Flannel Suit
10041,Левая рука Бога,6.938,87,107.0,1955,6.5,1662.0,[драма],[США],,,The Left Hand of God
1005,Весь город говорит,7.159,118,164.0,1942,7.6,5173.0,"[триллер, драма, мелодрама, комедия]",[США],,93.0,The Talk of the Town
10051,Воровское шоссе,7.377,94,251.0,1949,7.7,3475.0,"[фильм-нуар, триллер, драма]",[США],,,Thieves' Highway
10055,Бумеранг!,6.906,88,153.0,1947,7.3,2680.0,"[фильм-нуар, драма, криминал]",[США],$1 140 000,75.0,Boomerang!
100552,Крик совы,6.395,91,640.0,2006,5.6,6147.0,"[комедия, приключения, семейный]",[США],$15 000 000,26.0,Hoot
100553,Военная игра,6.789,48,436.0,1965,8.1,4656.0,"[фантастика, драма, военный]",[Великобритания],,92.0,The War Game
100563,Гонщик,7.225,85,166.0,1928,7.8,1921.0,"[боевик, комедия, семейный]",[США],,,Speedy
10058,Анна и король Сиама,6.617,128,181.0,1946,7.1,1561.0,"[драма, мелодрама, биография]",[США],,88.0,Anna and the King of Siam
1006,Подозрение,7.508,99,2146.0,1941,7.5,22794.0,"[триллер, детектив]",[США],$1 800 000,100.0,Suspicion
100607,Четыре ночи мечтателя,7.142,87,338.0,1971,7.7,1039.0,"[драма, мелодрама]","[Франция, Италия]",,100.0,Quatre nuits d'un rêveur
100627,Разденься для убийцы,5.73,98,121.0,1975,5.8,1250.0,"[триллер, детектив]",[Италия],,,Nude per l'assassino
1007,Грошовая серенада,7.682,119,178.0,1941,7.2,4444.0,"[драма, мелодрама]",[США],,93.0,Penny Serenade
10074,Рождественские каникулы,7.154,97,6694.0,1989,7.6,98361.0,"[комедия, семейный]",[США],$27 000 000,64.0,Christmas Vacation
10079,Тора! Тора! Тора!,7.544,144,803.0,1970,7.5,24305.0,"[военный, история, боевик, драма]","[Япония, США]",$25 000 000,59.0,Tora! Tora! Tora!
10080,Ремагенский мост,7.014,112,124.0,1969,6.7,6183.0,"[боевик, драма, военный]",[США],,,The Bridge at Remagen
100847,Шесть шведок с бензоколонки,4.867,75,105.0,1980,4.4,126.0,"[фэнтези, комедия]",[Швейцария],,,Sechs Schwedinnen von der Tankstelle
10088,Сломанное копье,6.661,96,103.0,1954,7.0,2321.0,[вестерн],[США],$2 000 000,,Broken Lance
1009,Моя любимая жена,7.186,88,165.0,1940,7.4,6858.0,"[мелодрама, комедия]",[США],,85.0,My Favorite Wife
10098,Дни вина и роз,7.85,112,637.0,1962,7.9,8615.0,[драма],[США],,100.0,Days of Wine and Roses
10104,Чужой среди нас,6.184,110,133.0,1992,5.7,2681.0,"[драма, мелодрама, криминал]",[США],,23.0,A Stranger Among Us
10105,На холостом ходу,7.633,116,531.0,1988,7.7,9725.0,"[драма, мелодрама, криминал, музыка]",[США],$3 000 000,85.0,Running on Empty
10106,На следующее утро,6.438,103,278.0,1986,6.0,4457.0,"[триллер, мелодрама, криминал, детектив]",[США],,71.0,The Morning After
10107,Смертельная ловушка,7.05,116,681.0,1982,7.0,8657.0,"[триллер, комедия, криминал, детектив]",[США],,75.0,Deathtrap
10109,Эквус,7.136,137,433.0,1977,7.2,5614.0,"[драма, детектив]","[США, Великобритания]",,71.0,Equus
101095,Зорро,7.727,125,8635.0,1975,6.6,2082.0,"[боевик, комедия, приключения, вестерн]","[Италия, Франция]",,,Zorro
1011,Только у ангелов есть крылья,7.341,121,371.0,1939,7.7,8485.0,"[драма, приключения]",[США],,100.0,Only Angels Have Wings
10110,Оскорбление,7.004,113,316.0,1973,7.1,3772.0,"[драма, криминал, триллер]","[Великобритания, США]",,,The Offence
10111,Детская игра,6.807,100,140.0,1972,6.1,573.0,"[ужасы, триллер, драма, детектив]",[США],,,Child's Play
10114,Свидание,7.068,115,117.0,1969,5.7,550.0,[драма],[США],,,The Appointment
10117,Дело самоубийцы,6.822,107,139.0,1966,6.8,1675.0,"[триллер, драма, мелодрама, криминал, детектив]",[Великобритания],,,The Deadly Affair
10119,Холм,8.021,123,439.0,1965,7.9,9088.0,"[драма, военный]",[Великобритания],,100.0,The Hill
1012,Ганга Дин,6.461,117,198.0,1939,7.5,8539.0,"[приключения, военный]",[США],$1 910 000,92.0,Gunga Din
10120,Ростовщик,7.549,116,261.0,1964,7.8,5762.0,[драма],[США],$500 000,100.0,The Pawnbroker
10122,Такая женщина,7.144,92,114.0,1959,6.3,380.0,"[драма, мелодрама, комедия, военный]",[США],,,That Kind of Woman
101230,Моргиана,6.834,106,113.0,1972,7.3,498.0,"[ужасы, драма]",[Чехословакия],,,Morgiana
10125,Золотая молодежь,6.957,106,2559.0,2003,6.7,4251.0,"[драма, комедия, военный]",[Великобритания],,66.0,Bright Young Things
10126,Последний занавес,5.902,85,105.0,2002,5.8,465.0,[драма],"[Великобритания, США]",,,The Final Curtain
10127,Полный беспредел,7.645,106,441.0,2002,6.1,1296.0,"[драма, комедия]","[Канада, Великобритания]",$12 000 000,,Global Heresy
10130,Фантомы,5.888,96,1716.0,1998,5.4,15744.0,"[ужасы, фантастика, триллер]","[США, Япония]",,13.0,Phantoms
10133,Король Ральф,6.667,97,3636.0,1991,5.1,12037.0,"[мелодрама, комедия]",[США],,20.0,King Ralph
101333,Молот ведьм,7.734,103,251.0,1969,8.0,964.0,"[драма, история]",[Чехословакия],,,Kladivo na carodejnice
10134,Крылья славы,7.47,116,327.0,1990,7.0,562.0,"[фэнтези, драма, комедия]",[Нидерланды],,,Wings of Fame
10135,В лунную ночь,6.754,109,185.0,1989,6.3,180.0,[драма],"[Италия, Франция]",,,In una notte di chiaro di luna
101353,Чистыми руками,7.189,95,204.0,1972,7.9,675.0,"[боевик, триллер, криминал]","[Румыния, Германия (ФРГ)]",,,Cu mâinile curate
10136,Супергёрл,5.034,120,636.0,1984,4.3,13435.0,"[фантастика, фэнтези, боевик, приключения]","[Великобритания, США]",$35 000 000,7.0,Supergirl
1014,Праздник,7.799,95,707.0,1938,7.9,10406.0,"[мелодрама, комедия]",[США],,100.0,Holiday
10141,Мой лучший год,6.677,92,140.0,1982,7.4,6788.0,[комедия],[США],,100.0,My Favorite Year
10142,Калигула,5.986,156,5568.0,1979,5.2,26269.0,"[для взрослых, драма, история]","[Италия, США]",$17 500 000,,Caligula
10143,Рассвет зулусов,6.844,113,151.0,1979,6.6,4679.0,"[драма, приключения, военный, история]","[США, ЮАР, Нидерланды, Великобритания]",,57.0,Zulu Dawn
101433,Комиссар полиции обвиняет,7.445,114,148.0,1973,7.6,689.0,"[боевик, триллер, драма, криминал]",[Румыния],,,Un comisar acuza
10148,Правящий класс,7.654,154,297.0,1972,7.6,4570.0,"[драма, комедия, музыка]",[Великобритания],,82.0,The Ruling Class
10149,Человек из Ла Манчи,7.493,132,165.0,1972,6.6,2874.0,"[мюзикл, фэнтези, драма, мелодрама]","[Италия, США]",$12 000 000,,Man of La Mancha
1015,Ужасная правда,7.113,91,720.0,1937,8.0,13189.0,"[мелодрама, комедия]",[США],,91.0,The Awful Truth
10151,Война Мерфи,7.21,107,136.0,1970,6.9,2233.0,"[драма, военный]",[Великобритания],,,Murphy's War
10155,Ночь генералов,7.312,148,334.0,1966,7.4,4673.0,"[триллер, драма, криминал, детектив, военный]","[Великобритания, Франция]",,,The Night of the Generals
10156,Как украсть миллион,8.242,123,48124.0,1966,7.6,16484.0,"[мелодрама, комедия, криминал]",[США],$6 000 000,100.0,How to Steal a Million
10157,Кулик,7.255,117,150.0,1965,6.2,2005.0,[драма],[США],$5 300 000,10.0,The Sandpiper
10158,"Что нового, кошечка?",6.895,108,566.0,1965,6.2,7652.0,[комедия],"[Франция, США]",,31.0,What's New Pussycat
101631,В старые добрые времена,7.315,93,167.0,1980,8.0,1483.0,[комедия],[Чехословакия],,,Postriziny
10167,Поймет лишь одинокий,6.881,104,724.0,1991,6.3,7438.0,"[мелодрама, комедия]",[США],,62.0,Only the Lonely
10168,Месть,7.341,124,3951.0,1989,6.2,12116.0,"[боевик, триллер, драма, мелодрама, криминал]","[США, Мексика]",,33.0,Revenge
1017,Топпер,6.668,97,146.0,1937,7.4,4921.0,"[фэнтези, мелодрама, комедия]",[США],$500 000,94.0,Topper
101711,16 кварталов,7.223,105,20751.0,2006,6.6,109367.0,"[боевик, триллер, драма, криминал]","[Германия, США]",$52 000 000,55.0,16 Blocks
101729,Долина пчел,7.723,97,132.0,1967,7.9,906.0,"[драма, история]",[Чехословакия],,,Údolí vcel
10174,Лев пустыни,7.347,173,176.0,1981,8.4,9033.0,"[драма, военный, биография, история]","[Ливия, США]",$35 000 000,80.0,Lion of the Desert
10177,Послание,7.631,177,465.0,1976,8.6,24297.0,"[драма, приключения, биография, история]","[Ливан, Ливия, Кувейт, Марокко, Великобритания]",$10 000 000,,The Message
10179,Блеф,8.255,110,65520.0,1976,7.7,1968.0,"[комедия, криминал]",[Италия],,,Bluff storia di truffe e di imbroglioni
10181,Марсельский контракт,6.252,89,103.0,1974,6.0,811.0,"[боевик, триллер, драма, криминал]","[Великобритания, Франция]",$2 000 000,,The Marseille Contract
10182,На той стороне 110-й улицы,6.899,102,132.0,1972,7.0,3292.0,"[боевик, триллер, драма, криминал]",[США],,80.0,Across 110th Street
101879,Материнская любовь,6.407,150,146.0,1966,7.4,63.0,"[мюзикл, мелодрама, семейный]",[Индия],,,Mamta
10189,Тайна Санта-Виттории,7.376,139,197.0,1969,7.5,2093.0,"[драма, комедия, военный]",[США],,67.0,The Secret of Santa Vittoria
1019,Удивительные приключения,6.644,61,119.0,1936,6.3,1184.0,"[драма, мелодрама, комедия]",[Великобритания],,,The Amazing Quest of Ernest Bliss
10190,Маг,5.477,117,319.0,1968,5.8,1104.0,"[фэнтези, драма, детектив]",[Великобритания],,,The Magus
10196,Пропавший отряд,6.844,128,146.0,1966,6.6,1164.0,"[драма, военный]",[США],,,Lost Command
10198,Грек Зорба,7.844,142,658.0,1964,7.8,14752.0,"[драма, приключения]","[Греция, США]",$783 000,86.0,Alexis Zorbas
10200,Разбойник Варавва,7.225,144,182.0,1961,7.0,3653.0,"[драма, приключения, биография, история]","[Италия, США]",,,Barabbas
10203,Последний поезд из Ган Хилл,7.112,95,140.0,1959,7.4,4369.0,"[мелодрама, вестерн]",[США],,,Last Train from Gun Hill
102064,Я – группи,4.606,89,192.0,1970,5.2,232.0,"[драма, музыка]","[Германия (ФРГ), Швейцария]",,,Ich - Ein Groupie
102065,"А ну-ка, девочка, разденься!",4.986,85,165.0,1973,5.0,124.0,[комедия],[Германия (ФРГ)],,,"Geh, zieh dein Dirndl aus"
10208,Собор Парижской Богоматери,7.609,105,1615.0,1956,6.8,1670.0,"[драма, история, ужасы]","[Франция, Италия]",,,Notre-Dame de Paris
10210,Жажда жизни,7.686,122,657.0,1956,7.4,6992.0,"[драма, биография]",[США],,100.0,Lust for Life
102122,Линкольн,6.923,150,22969.0,2012,7.4,184772.0,"[драма, военный, биография, история]","[США, Индия]",$65 000 000,90.0,Lincoln
102124,Пираты Карибского моря: На краю Света,8.039,169,184101.0,2007,7.1,439776.0,"[фэнтези, боевик, приключения]",[США],$300 000 000,45.0,Pirates of the Caribbean: At World's End
102125,Вавилон,7.564,143,46429.0,2006,7.5,232753.0,[драма],"[Франция, США, Мексика]",$25 000 000,69.0,Babel
102127,Как трусливый Роберт Форд убил Джесси Джеймса,7.157,160,19114.0,2007,7.6,128470.0,"[драма, криминал, вестерн, биография, история]","[США, Канада, Великобритания]",$30 000 000,76.0,The Assassination of Jesse James by the Coward Robert Ford
102128,Жена путешественника во времени,7.663,107,64006.0,2008,7.1,111925.0,"[фантастика, фэнтези, драма, мелодрама]",[США],$39 000 000,38.0,The Time Traveler's Wife
102130,Дом у озера,7.822,99,80502.0,2006,6.8,107656.0,"[фэнтези, драма, мелодрама]","[США, Австралия]",$40 000 000,35.0,The Lake House
102133,Город на границе,6.76,112,2004.0,2006,6.1,7984.0,"[триллер, драма, криминал, детектив]",[США],$21 000 000,,Bordertown
102136,Смертельная гонка,7.131,111,58898.0,2008,6.4,158238.0,"[фантастика, боевик, триллер]","[США, Германия, Великобритания]",$45 000 000,43.0,Death Race
102138,Одинокие сердца,7.026,108,7804.0,2005,6.5,16834.0,"[триллер, драма, мелодрама, криминал]","[Германия, США]",$18 000 000,48.0,Lonely Hearts
102141,Вторжение,6.852,120,3569.0,2006,6.6,19421.0,"[драма, мелодрама]","[Великобритания, США]",,33.0,Breaking and Entering
102142,5 неизвестных,6.657,85,8793.0,2005,6.5,24944.0,"[триллер, драма, криминал, детектив]",[США],$3 700 000,,Unknown
102143,Никогда не говори «Прощай»,8.372,193,2928.0,2006,6.0,12388.0,[драма],[Индия],INR 700 000 000,60.0,Kabhi Alvida Naa Kehna
102144,Загадка,8.103,140,1210.0,2005,6.7,9142.0,"[фэнтези, мелодрама]",[Индия],,,Paheli
102146,Кот в сапогах,7.146,90,70714.0,2011,6.7,109448.0,"[мультфильм, фэнтези, комедия, приключения, семейный]",[США],$130 000 000,84.0,Puss in Boots
102147,Держи ритм,7.703,118,14771.0,2006,6.7,21178.0,"[драма, музыка]",[США],$30 000 000,44.0,Take the Lead
102148,Плетеный человек,5.509,102,17579.0,2006,3.6,50505.0,"[ужасы, триллер, детектив]","[США, Германия, Канада]",$40 000 000,15.0,The Wicker Man
10215,Приключения Одиссея,7.113,91,404.0,1954,6.7,2224.0,"[фэнтези, приключения]","[Италия, США, Франция]",$500 000,,Ulisse
102151,Хэнкок,7.483,88,131834.0,2008,6.4,326842.0,"[фантастика, боевик, драма, комедия]",[США],$150 000 000,41.0,Hancock
102152,Джейн Остин,7.888,120,41401.0,2006,7.1,41831.0,"[драма, мелодрама, биография]","[Великобритания, Ирландия]",$16 500 000,57.0,Becoming Jane
102153,Свободная зона,5.608,90,408.0,2005,5.9,2497.0,"[драма, комедия]","[Израиль, Бельгия, Франция, Испания]",$1 234 567,26.0,Free Zone
102154,Домино,6.474,86,860.0,2005,6.4,208.0,"[триллер, детектив]",[США],$10 000,,Domino One
102160,Развод по-американски,6.556,106,22356.0,2006,5.8,96823.0,"[драма, мелодрама, комедия]",[США],$52 000 000,33.0,The Break-Up
102161,Бесстрашный,7.874,104,11470.0,2006,7.7,58890.0,"[боевик, драма, биография, спорт]","[Китай, Гонконг]",,73.0,Huo Yuanjia
102164,Медики (сериал),3.458,23,140.0,2002,2.6,8.0,[комедия],[Россия],,,
102169,Преодоление,7.592,105,6889.0,2006,7.1,47047.0,"[драма, биография, спорт]",[США],,71.0,Invincible
102175,Анатомия насилия,3.692,74,549.0,2005,3.2,1703.0,"[ужасы, триллер]",[США],$1 000 000,,Chaos
102178,Бесчестье,6.762,119,1306.0,2008,6.6,4349.0,[драма],"[Австралия, ЮАР]",$10 000 000,82.0,Disgrace
102181,Шайтан,5.284,94,4178.0,2006,5.6,6506.0,"[ужасы, триллер, комедия]",[Франция],€2 700 000,53.0,Sheitan
102184,"Он, она и попугай",6.622,95,259.0,2011,6.6,861.0,"[драма, мелодрама]",[США],,30.0,A Bird of the Air
102185,Возвращение,7.742,116,16729.0,2006,7.6,73588.0,"[драма, комедия, криминал, детектив]",[Испания],,92.0,Volver
102186,Снежный пирог,7.476,112,5192.0,2006,7.6,10506.0,"[драма, мелодрама]","[Канада, Великобритания]",$12 000 000,66.0,Snow Cake
102187,Любовь в стиле сальса,5.68,102,115.0,2006,5.7,1042.0,"[боевик, триллер, комедия, криминал]",[США],$500 000,,Hot Tamale
102190,Тени прошлого (видео),4.345,91,386.0,2006,4.1,2938.0,"[боевик, триллер]","[США, Великобритания, Румыния]",,,Shadow Man
102191,Отряд «Дракон»,6.169,110,164.0,2005,5.6,1376.0,"[боевик, драма, криминал]","[Гонконг, Китай]",,,Mang lung
102194,Давилка 3: Возрождение (видео),3.16,84,149.0,2005,3.1,857.0,"[ужасы, фантастика]",[США],$200 000,,The Mangler Reborn
102198,Иллюзионист,8.043,110,174780.0,2005,7.6,284917.0,"[триллер, драма, мелодрама, детектив]","[США, Чехия]",$16 500 000,74.0,The Illusionist
102199,Лондон,6.987,92,10535.0,2005,6.6,18481.0,"[драма, мелодрама]","[Великобритания, США]",$2 000 000,14.0,London
102200,Лезвия славы: Звездуны на льду,6.241,93,6757.0,2007,6.3,120660.0,"[комедия, спорт]",[США],$61 000 000,69.0,Blades of Glory
102201,Разрисованная вуаль,7.939,125,49556.0,2006,7.5,75432.0,"[драма, мелодрама]","[Китай, США, Канада]",$34 000 000,74.0,The Painted Veil
102203,Любовь и другие катастрофы,6.961,90,12785.0,2005,6.3,11034.0,"[мелодрама, комедия]","[Франция, Великобритания]",,20.0,Love and Other Disasters
102204,Секрет,7.056,93,4166.0,2006,6.4,3014.0,"[драма, мелодрама]","[Франция, Канада]",,,Si j'étais toi
102206,Уроки вождения,7.216,98,5505.0,2006,6.8,9295.0,"[драма, комедия]",[Великобритания],,48.0,Driving Lessons
102207,Наблюдение,6.053,97,961.0,2008,6.4,14221.0,"[триллер, драма, криминал, детектив]","[США, Германия, Канада]",$3 500 000,54.0,Surveillance
102209,Оптом дешевле 2,6.887,94,10413.0,2005,5.4,40646.0,"[комедия, приключения, семейный]","[США, Канада]",$60 000 000,6.0,Cheaper by the Dozen 2
102210,Минотавр,3.013,93,3303.0,2006,3.5,3513.0,"[ужасы, фэнтези, приключения]","[Великобритания, Люксембург, Германия, Франция, Испания, Италия, США]",$7 000 000,,Minotaur
102215,Дурдом на колесах,6.148,99,4266.0,2006,5.5,43579.0,"[комедия, приключения, семейный]","[Великобритания, Германия, США]",$50 000 000,23.0,RV
102216,Ночной слушатель,5.994,81,827.0,2006,5.9,12674.0,"[детектив, драма, триллер]",[США],$10 000 000,40.0,The Night Listener
102221,Охранник,6.22,108,2612.0,2006,6.1,41116.0,"[боевик, триллер, криминал]",[США],$60 000 000,33.0,The Sentinel
102223,Контракт,6.016,96,2403.0,2005,5.7,19517.0,"[боевик, триллер, драма, криминал]","[Германия, США]",$25 000 000,,The Contract
102225,Мадонна. Я хочу открыть вам свои секреты,8.022,126,394.0,2005,7.9,1494.0,"[документальный, музыка]",[США],,,I'm Going to Tell You a Secret
102229,Жатва,6.603,99,13748.0,2007,5.7,36086.0,"[ужасы, триллер]",[США],$50 000 000,8.0,The Reaping
102232,Беовульф,6.186,113,34588.0,2007,6.3,137218.0,"[мультфильм, фэнтези, боевик, драма, приключения]",[США],$150 000 000,71.0,Beowulf
102233,Разрыв,7.817,116,348.0,2007,7.0,2199.0,"[драма, мелодрама]","[Канада, ЮАР, Великобритания]",$10 000 000,38.0,Partition
102239,Снежные ангелы,6.638,103,1942.0,2006,7.0,10652.0,"[драма, мелодрама]",[США],,68.0,Snow Angels
102241,Каратель: Территория войны,5.989,103,7135.0,2008,6.0,45103.0,"[боевик, триллер, драма, криминал]","[США, Канада, Германия]",$35 000 000,27.0,Punisher: War Zone
102245,Пекло,7.369,107,57109.0,2007,7.3,178770.0,"[фантастика, триллер, приключения]","[Великобритания, США]",$50 000 000,76.0,Sunshine
102247,"Ну что, приехали: Ремонт",5.958,92,1547.0,2007,3.9,14511.0,"[драма, комедия, семейный]","[Канада, США]",,8.0,Are We Done Yet?
102250,Девушка из воды,5.644,110,6266.0,2006,5.7,76384.0,"[фэнтези, триллер, детектив]",[США],$70 000 000,24.0,Lady in the Water
102251,Байкеры 2: Настоящие чувства,7.957,152,1824.0,2006,6.4,16372.0,"[боевик, триллер]",[Индия],INR 350 000 000,88.0,Dhoom:2
102252,Банти и Бабли,7.724,170,537.0,2005,6.2,4033.0,"[комедия, криминал, приключения]",[Индия],INR 100 000 000,80.0,Bunty Aur Babli
102260,42,7.495,128,8043.0,2013,7.5,61685.0,"[спорт, драма, биография]",[США],$40 000 000,79.0,42
102261,Катакомбы,5.571,100,4932.0,2006,4.6,6721.0,"[ужасы, триллер]",[США],,,Catacombs
102268,Принцессы,6.82,109,150.0,2005,7.0,3751.0,[драма],[Испания],,74.0,Princesas
102277,Несколько дней в сентябре,5.801,116,226.0,2006,5.4,1546.0,"[триллер, драма, военный]","[Италия, Франция, Португалия]",€10 000 000,44.0,Quelques jours en septembre
102281,Последний танец,6.616,90,111.0,2006,5.8,542.0,"[боевик, мелодрама, комедия, криминал]",[Сингапур],,,One Last Dance
102284,Грейси,6.89,95,1073.0,2007,6.2,3546.0,"[драма, биография, спорт]",[США],$9 000 000,60.0,Gracie
102286,Наши соседи Ямада,7.797,104,1017.0,1999,7.3,6168.0,"[аниме, мультфильм, комедия, семейный]",[Япония],¥2 000 000 000,75.0,Houhokekyo tonari no Yamada-kun
102288,Одержимость,6.574,103,1939.0,2006,5.8,4527.0,"[триллер, драма, детектив]",[Австралия],,,Irresistible
102294,Осквернители могил,5.109,95,822.0,2006,5.6,7697.0,[ужасы],[США],,100.0,The Gravedancers
102295,Остаться в живых,6.413,85,12635.0,2006,5.0,24640.0,"[ужасы, триллер]",[США],$9 000 000,9.0,Stay Alive
102296,Последнее желание,6.548,96,287.0,2005,6.8,3613.0,"[драма, комедия]",[США],,11.0,One Last Thing...
102298,Хороший немец,5.722,105,1848.0,2006,6.1,21083.0,"[триллер, драма, детектив]",[США],$32 000 000,33.0,The Good German
1023,Сильвия Скарлетт,6.652,95,137.0,1935,6.3,2569.0,"[драма, мелодрама, комедия]",[США],$1 000 000,88.0,Sylvia Scarlett
102307,Месть бедняка,7.32,150,2027.0,2005,6.7,1351.0,"[драма, приключения]",[Франция],,,Jacquou le croquant
102308,Дублер,7.061,85,4137.0,2006,6.6,7747.0,"[драма, комедия]","[Франция, Италия, Бельгия]",€25 320 000,70.0,La doublure
10231,Синдбад-мореход,6.701,116,105.0,1947,6.3,1388.0,"[фэнтези, мелодрама, приключения]",[США],$2 459 000,,"Sinbad, the Sailor"
102310,Веселые и загорелые,5.831,97,527.0,2006,4.0,2308.0,[комедия],[Франция],€35 000 000,,Les bronzés 3: amis pour la vie
102311,Шпионские страсти,6.006,89,466.0,2006,4.4,365.0,[комедия],[Франция],,,L'entente cordiale
102312,Изгоняющий дьявола: Приквел,4.736,117,740.0,2005,5.4,7636.0,"[ужасы, триллер, драма]",[США],$30 000 000,30.0,Dominion: Prequel to the Exorcist
102317,Образы Европы,5.893,140,366.0,2004,5.8,638.0,"[драма, комедия]","[Австрия, Бельгия, Кипр, Чехия, Дания, Эстония, Финляндия, Франция, Германия, Греция, Венгрия, Ирландия, Италия, Латвия, Литва, Люксембург, Мальта, Нидерланды, Польша, Португалия, Словакия, Словения, Испания, Швеция, Великобритания]",,,Visions of Europe
102322,Мягкий удар,5.769,100,101.0,2008,5.5,390.0,"[драма, мелодрама, криминал, детектив]",[Австралия],,,The Tender Hook
102328,Дежавю,7.839,126,83276.0,2006,7.0,234475.0,"[фантастика, боевик, триллер]","[США, Великобритания]",$75 000 000,55.0,Deja Vu
102330,Аквамарин,6.311,104,5787.0,2006,5.2,27848.0,"[фэнтези, мелодрама, комедия, семейный]","[США, Австралия]",$12 000 000,51.0,Aquamarine
102335,Гамильтоны,5.532,86,856.0,2006,5.2,7172.0,"[ужасы, триллер, драма]",[США],,,The Hamiltons
102339,Бунтарка,7.126,103,29031.0,2006,6.4,21157.0,"[драма, комедия, спорт]","[США, Германия]",,31.0,Stick It
102340,Каннибал из Ротенбурга,5.43,90,564.0,2006,5.3,2567.0,"[ужасы, триллер, драма, криминал]",[Германия],,,Rohtenburg
102343,Хостел,6.152,94,28976.0,2005,5.9,130529.0,[ужасы],[США],$4 800 000,61.0,Hostel
102346,"Раз придурок, два придурок",2.708,90,129.0,2008,2.4,396.0,[комедия],[США],$460 000,,Stone & Ed
102357,Растворение мира,7.071,135,232.0,2005,6.6,1206.0,[фэнтези],"[США, Япония]",,57.0,Drawing Restraint 9
102375,Санта Клаус 3,5.802,88,2074.0,2006,4.6,19082.0,"[фэнтези, комедия, приключения, семейный]",[США],$12 000 000,15.0,The Santa Clause 3: The Escape Clause
102376,Кровавый алмаз,7.822,143,67332.0,2006,8.0,378893.0,"[триллер, драма, приключения]","[США, Германия]",$100 000 000,62.0,Blood Diamond
102382,Небесные восхищения Нины,7.028,94,187.0,2006,6.4,1524.0,[комедия],[Великобритания],,,Nina's Heavenly Delights
102393,История одного вампира,5.985,109,22249.0,2009,6.0,35464.0,"[фэнтези, боевик, триллер, приключения]",[США],$40 000 000,38.0,Cirque du Freak: The Vampire's Assistant
102394,Византийская принцесса,4.023,121,1165.0,2006,4.0,706.0,[приключения],"[Италия, Испания, Великобритания]",€14 000 000,,Tirante el Blanco
10240,Черный лебедь,6.62,85,191.0,1942,7.0,2852.0,"[боевик, драма, приключения, семейный, история]",[США],,,The Black Swan
102400,8 миллиметров 2 (видео),5.181,106,357.0,2005,4.6,3569.0,"[триллер, драма, детектив]","[США, Венгрия]",,,8MM 2
102413,Птеродактиль,4.006,89,269.0,2005,3.1,1946.0,"[ужасы, фантастика, боевик, триллер, приключения]",[США],,,Pterodactyl
102414,Мой друг,7.276,84,918.0,2006,7.0,3183.0,"[драма, комедия]",[Германия],€2 700 000,,Ein Freund von mir
102426,Че Гевара,6.241,102,150.0,2005,5.9,379.0,"[драма, мелодрама, военный, биография, история]",[США],,,Che Guevara
102427,Двое бродяг,4.923,97,113.0,2005,5.9,899.0,[драма],[Португалия],,,Odete
102428,Неоспоримый 2,7.547,98,12640.0,2006,7.1,21278.0,"[боевик, драма, криминал, спорт]",[США],$8 000 000,,Undisputed II: Last Man Standing
10243,Они умерли на своих постах,6.656,140,115.0,1941,7.3,4344.0,"[драма, мелодрама, вестерн, военный, биография]",[США],$2 200 000,80.0,They Died with Their Boots On
102445,Не вижу зла,5.785,84,9056.0,2006,5.1,20989.0,"[ужасы, триллер]","[США, Австралия]",$8 000 000,8.0,See No Evil
102448,Любить и не сдаваться,7.394,157,202.0,2005,5.0,2080.0,"[мелодрама, комедия]","[Швейцария, Индия]",,,Deewane Huye Paagal
